doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
k4-returns-policy,data/k4_ecommerce/returns-policy.md,Chính sách đổi trả,https://help.shopee.vn/portal/4/article/77251-CH%C3%8DNH-S%C3%81CH-TR%E1%BA%A2-H%C3%80NG-V%C3%80-HO%C3%80N-TI%E1%BB%80N
k4-seller-listing,data/k4_ecommerce/seller-listing.md,Quy định đăng bán,https://help.shopee.vn/portal/4/article/77246-QUY-%C4%90%E1%BB%8ANH-V%E1%BB%80-%C4%90%C4%82NG-B%C3%81N-S%E1%BA%A2N-PH%E1%BA%A8M-TR%C3%8AN-SHOPEE
k4-privacy_policy,data/k4_ecommerce/privacy_policy.md,Chính sách bảo mật,https://help.shopee.vn/portal/4/article/77244-CH%C3%8DNH-S%C3%81CH-B%E1%BA%A2O-M%E1%BA%ACT
k4-delivery,data/k4_ecommerce/delivery.md,Quy định giao hành,https://banhang.shopee.vn/edu/article/3483
k4-payment_method,data/k4_ecommerce/payment_method.md,Chính sách thanh toán,https://help.shopee.vn/portal/4/article/79198-[Th%C3%A0nh-vi%C3%AAn-m%E1%BB%9Bi]-Shopee-hi%E1%BB%87n-%C4%91ang-c%C3%B3-nh%E1%BB%AFng-ph%C6%B0%C6%A1ng-th%E1%BB%A9c-thanh-to%C3%A1n-n%C3%A0o
